Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
32GB ,3GB ,Sí ,"Móvil - Asus ZENFONE MAX PLUS NEGRO, 5.7"", 4G, 16+8MP trasera y 8MP delantera, Almacenamiento de 32GB, Android™ 7.0",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-max-plus-negro-5.7-4g-1397516#specifications,08/25/18 - 18:39:35,Asus,,,,8 ,1397516.0,299.0,5.7 ,Android ,"5.7"" ",,,
32GB ,3 GB ,Sí ,"Móvil - Blu Vivo 5R, 5.5"" Full HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Oro",https://tiendas.mediamarkt.es/p/movil-blu-vivo-5r-5.5-full-hd-red-4g-3-gb-1389265#specifications,08/25/18 - 18:39:36,Blu,,,,8 ,1389265.0,209.0,5.5 ,Android v6.0 Marshmallow ,,,,
64 GB ,4 GB ,,"Móvil - Sony Xperia XZ2, 5.7'', Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP + 5 MP, Plata",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz2-5.7-full-hd-4k-hdr-plata-1401406#specifications,08/25/18 - 18:39:38,Sony,,,,,1401406.0,758.0,5.7 ,Google Android™ O ,,,Plataforma móvil Qualcomm® Snapdragon™ 845 ,
16 ,2400 ,,"Móvil - ZTE Blade A520, 5'', 16 GB, 2 GB RAM, 13 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-blade-a520-5-pulgadas-16-gb-2-1371222#specifications,08/25/18 - 18:39:39,ZTE,,,,,1371222.0,114.0,5 ,Android ,5 Pulgadas ,,"Mali-T720MP2, Mediatek MT6737 ",
16GB ,1 GB ,Sí ,"Móvil - Wiko Jerry 3, 5.45 pulgadas, Dual SIM, 3G, 4 núcleos, 16 GB, 1 Gb RAM, Android 8.1 Oreo Go Edition, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-jerry-3-5.45-pulgadas-dual-sim-1408831#specifications,08/25/18 - 18:39:40,Wiko,,,No ,4 ,1408831.0,89.9,5.45 ,Android 8.1 Oreo (GO Edition) ,,IPS ,,
8 ,512 MB ,Sí ,"Móvil - Wiko Sunny 2, 4"", Quad-Core, Dual Sim, 8 GB, 5 MP + 2 MP, Turquesa",https://tiendas.mediamarkt.es/p/movil-wiko-sunny-2-4-quad-core-dual-sim-8-1407889#specifications,08/25/18 - 18:39:42,Wiko,,,,,1407889.0,56.99,4 ,Android ,,,,
16 GB ,1 GB ,Sí ,"Móvil - Wiko Lenny 4 Plus, 5.5"", 1 GB RAM, 16 GB, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-plus-5.5-1-gb-ram-16-1407892#specifications,08/25/18 - 18:39:43,Wiko,,,,4 ,1407892.0,88.99,,Android ,"De 5” a 5,4” ",,,
16 GB ,2 GB ,,"Móvil - Blu GRAND XL LTE, dorado, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",https://tiendas.mediamarkt.es/p/movil-blu-grand-xl-lte-dorado-pantalla-1389250#specifications,08/25/18 - 18:39:44,Blu,,,,4 ,1389250.0,149.0,5.5 ,Android Nougat 7.0 ,,,,
16 GB ,2 GB ,,"Móvil - Blu GRAND XL LTE, rosa, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",https://tiendas.mediamarkt.es/p/movil-blu-grand-xl-lte-rosa-pantalla-5.5-1389251#specifications,08/25/18 - 18:39:45,Blu,,,,4 ,1389251.0,149.0,5.5 ,Android Nougat 7.0 ,,,,
16 GB ,2 GB ,,"Móvil - Blu Studio J8, 5.5"" HD, 2GB RAM, 16GB, 8+5 MPx, Dorado",https://tiendas.mediamarkt.es/p/blu-studio-j8-5-5pds4g4n16gbgd-1389259#specifications,08/25/18 - 18:39:47,Blu,,,,4 ,1389259.0,139.0,5.5 ,Android 7.0 Nougat ,,,Capacitiva ,
32 GB eMCP ,3 GB ,,"Móvil - ASUS Zenfone 4 Max, 5.5"" HD, 3GB RAM, Memoria de 32GB, Doble cámara trasera de 13+5 MPx, Cámara delantera 8 MPx, Dorado",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-max-5.5-hd-3gb-ram-1376981#specifications,08/25/18 - 18:39:47,Asus,,,,8 ,1376981.0,279.0,5.5 ,Android ,,,IPS con cristal 2.5 D ,
16 GB ,2 GB ,,"Móvil - Blu GRAND XL LTE, plateado, pantalla 5.5"" HD, Dual SIM, 4G, Quad Core, 16GB, cámara 13 MP",https://tiendas.mediamarkt.es/p/movil-blu-grand-xl-lte-plateado-pantalla-1389252#specifications,08/25/18 - 18:39:49,Blu,,,,4 ,1389252.0,149.0,5.5 ,Android Nougat 7.0 ,,,,
16 GB ,2 GB ,,"Móvil - Blu Life Max, 5.5'', HD, 4G, MediaTek 6737, 16 GB, 8 MP, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-blu-life-max-5.5-hd-4g-mediatek-1389253#specifications,08/25/18 - 18:39:50,Blu,,,,4 ,1389253.0,110.0,5.5 ,Android ,,BLU Infinite View (IPS) ,,
16 ,2GB ,Sí ,"Móvil - Blu R2 LTE, 5.2 pulgadas, Dual Sim, 4G, 16GB, 13Mpx + 13Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-blu-r2-lte-5.2-pulgadas-dual-sim-4g-1389254#specifications,08/25/18 - 18:39:51,Blu,,,,4 ,1389254.0,149.0,5.2 ,Android 7.0 Nougat ,,,,
16 ,2GB ,Sí ,"Móvil - Blu R2 LTE, 5.2 pulgadas, Dual Sim, 4G, 16GB, 13Mpx + 13Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-blu-r2-lte-5.2-pulgadas-dual-sim-4g-1389255#specifications,08/25/18 - 18:39:52,Blu,,,,4 ,1389255.0,149.0,5.2 ,Android 7.0 Nougat ,,,,
32 GB eMCP ,3 GB ,,"Móvil - ASUS Zenfone 4 Max, 5.5"" HD, 3GB RAM, 32GB, Doble cámara trasera de 13+5 MP, Cámara delantera 8 MP, Negro",https://tiendas.mediamarkt.es/p/asus-zenfone-4-max-5.5-hd-3gb-ram-memoria-1376980#specifications,08/25/18 - 18:39:54,Asus,,,,8 ,1376980.0,249.0,5.5 ,Android ,,,IPS con cristal 2.5 D ,
32 GB ,3 GB ,,"Móvil - LG Q6, 5.5'', Full HD+, Snapdragon 435, 3 GB RAM, 32 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-lg-q6-pantalla-5.5-pulgadas-1372827#specifications,08/25/18 - 18:39:55,LG,,,Sí ,8 ,1372827.0,219.0,5.5 ,Android ,,,,
16 ,2400 ,,"Móvil - ZTE Blade A520, 5'', 16 GB, 2 GB RAM, 13 MP, Azul",https://tiendas.mediamarkt.es/p/movil-zte-blade-a520-azul-1371223#specifications,08/25/18 - 18:39:57,ZTE,,,,,1371223.0,117.0,5 ,Android ,5 Pulgadas ,,"Mali-T720MP2, Mediatek MT6737 ",
32 GB ,3 GB ,,"Móvil - BQ Aquaris X, 32GB, 4G, 16 Mpx, Huella dactilar, 5.2 pulgadas, Full HD, Rosa",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-x-rosa-1363808#specifications,08/25/18 - 18:39:59,BQ,,,,8 ,1363808.0,259.0,5 ,Android 7.1.1 Nougat ,"De 5” a 5,4” ",LCD IPS LTPS ,,
32 GB ,4 GB ,,"Móvil - LG G6, Pantalla 5.7"" QHD+, Cámara 13 MP Dual, 4 GB RAM, Memoria de 32 GB, Negro Astral",https://tiendas.mediamarkt.es/p/movil-lg-g6-pantalla-5.7-qhd-camara-13mp-1360878#specifications,08/25/18 - 18:40:01,LG,,,,4 ,1360878.0,399.0,5.7 ,Android ,,,,
32 GB ,4 ,,"Móvil - ZTE A610 Plus, 5.5 pulgadas FHD, 4G, 8 núcleos, 32GB, Cámara 13 MP, Plateado",https://tiendas.mediamarkt.es/p/zte-a610-plus-5-5p4g8n32gbs-1348202#specifications,08/25/18 - 18:40:03,ZTE,,,,8 ,1348202.0,239.0,,6.0 ,,IPS ,,
32 GB eMCP ,3 GB ,,"Móvil - ASUS Zenfone 4 Max, 5.5"" HD, 3GB RAM, Memoria de 32GB, Doble cámara trasera de 13+5 MPx, Cámara delantera 8 MPx, Rosa",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-max-5.5-hd-3gb-ram-1376982#specifications,08/25/18 - 18:40:05,Asus,,,,8 ,1376982.0,279.0,5.5 ,Android ,,,IPS con cristal 2.5 D ,
32 ,3GB ,Sí ,"Móvil - Blu R2 LTE, 5.2 pulgadas, Dual Sim, 4G, 32GB, 13Mpx + 13Mpx, Negro",https://tiendas.mediamarkt.es/p/movil-blu-r2-lte-5.2-pulgadas-dual-sim-4g-1389256#specifications,08/25/18 - 18:40:06,Blu,,,,4 ,1389256.0,169.0,5.2 ,Android 7.0 Nougat ,,,,
32 ,3GB ,Sí ,"Móvil - Blu R2 LTE, 5.2 pulgadas, Dual Sim, 4G, 32GB, 13Mpx + 13Mpx, Dorado",https://tiendas.mediamarkt.es/p/blu-r2-lte-5-2pds4g4n32gbgd-1389257#specifications,08/25/18 - 18:40:07,Blu,,,,4 ,1389257.0,169.0,5.2 ,Android 7.0 Nougat ,,,,
32GB ,3 GB ,Sí ,"Móvil - Blu Vivo XL 2, 5.5"" HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Oro",https://tiendas.mediamarkt.es/p/movil-blu-vivo-xl-2-5.5-hd-red-4g-3-gb-1389267#specifications,08/25/18 - 18:40:08,Blu,,,,4 ,1389267.0,179.0,5.5 ,Android v6.0 Marshmallow ,,,,
64GB ,4GB ,,"Móvil - Asus ZENFONE 4 Blanco, 5.5”, 4G, 12+8 MP y 8MP, 64GB interno, 4GB RAM, Qualcomm® Snapdragon™",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-blanco-5.5-4g-12y8-1391964#specifications,08/25/18 - 18:40:09,Asus,,,Sí ,4 ,1391964.0,499.0,5.5 ,Android ,,,,
64GB ,4GB ,,"Móvil - Asus ZENFONE 4 SELFIE PRO Rojo, 5.5”, 4G, 24+5MP frontal y 16MP trasera, 64GB interno. Android 7.0 ",https://tiendas.mediamarkt.es/p/asus-zenf-4-selfie-pro-5-5pds4g8n64-1391968#specifications,08/25/18 - 18:40:10,Asus,,,,8 ,1391968.0,399.0,5.5 ,Android ,,,,
64 GB ,4 GB ,,"Móvil - Sony Xperia XZ2, 5.7'', Full HD+, 4K, HDR, Snapdragon 845, 4 GB RAM, 64 GB, 19 MP + 5 MP, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz2-5.7-full-hd-4k-hdr-negro-1401405#specifications,08/25/18 - 18:40:12,Sony,,,,,1401405.0,754.0,5.7 ,Google Android™ O ,,,Plataforma móvil Qualcomm® Snapdragon™ 845 ,
32 GB ,3 GB ,Sí ,"Móvil - Nokia 6.1, 5.5"", Full HD, IPS, Snapdragon 630, 3 GB RAM, 32 GB, 16 MP + 8 MP, Vídeo 4K, Blanco",https://tiendas.mediamarkt.es/p/movil-nokia-6.1-5.5-full-hd-ips-1404166#specifications,08/25/18 - 18:40:14,Nokia,,,Sí ,8 ,1404166.0,229.0,,Android 8.0 Oreo ,,,,
32 ,3 GB ,,"Móvil - LG Q7, 5.5"", Full HD, MediaTek 6750S, 3 GB RAM, 16 MP + 8 MP, Azul",https://tiendas.mediamarkt.es/p/movil-lg-q7-5.5-full-hd-mediatek-6750s-3-1422409#specifications,08/25/18 - 18:40:15,LG,,,,8 ,1422409.0,317.0,5.5 ,Android 8.1 Oreo ,,,,
16GB ,2GB ,,"Móvil - Motorola Moto E5 Plus, 6"", HD+, Qualcomm Snapdragon 425, 2GB RAM, 16GB, Cámara 12MP + 5MP, 4G, Lector de huella, Fine gold",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e5-plus-6-hd-1409662#specifications,08/25/18 - 18:40:17,Motorola,,,Sí ,4 ,1409662.0,164.0,,"Android™ 8.0, Oreo™ ","Mas de 5,5” ",LCD IPS ,,
64GB ,4GB ,,"Móvil - Asus ZENFONE 4 SELFIE PRO Negro, 5.5”, 4G, 24+5MP frontal y 16MP trasera, 64GB interno. Android 7.0 ",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-selfie-pro-negro-1391966#specifications,08/25/18 - 18:40:18,Asus,,,,8 ,1391966.0,390.0,5.5 ,Android ,,,,
64GB ,4GB ,Sí ,"Móvil - Asus ZENFONE 4 Negro, 5.5”, 4G, 12+8 MP y 8MP, 64GB interno, 4GB RAM, Qualcomm® Snapdragon™ ",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-4-negro-5.5-4g-12-mp-1391962#specifications,08/25/18 - 18:40:19,Asus,,,,4 ,1391962.0,452.0,,Android 7.0 (Nougat) ,,,,
32GB ,3 GB ,Sí ,"Móvil - Blu Vivo XL 2, 5.5"" HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Azul",https://tiendas.mediamarkt.es/p/movil-blu-vivo-xl-2-5.5-hd-red-4g-3-gb-1389266#specifications,08/25/18 - 18:40:20,Blu,,,,4 ,1389266.0,179.0,5.5 ,Android v6.0 Marshmallow ,,,,
8 GB ,518 MB ,,"Móvil - Blu Vivo 5 Mini, 4'', 3G, MediaTek 6580, 8 GB, 5 MP, Gris",https://tiendas.mediamarkt.es/p/movil-blu-vivo-5-mini-4-3g-mediatek-6580-1389260#specifications,08/25/18 - 18:40:21,Blu,,,,,1389260.0,79.9,4 ,Android ,"De 4” a 4,9” ",,Curved Glass ,
64 GB ,4 GB ,,"Móvil - Huawei Mate 10, 5.9'', QHD, Kirin 970, 64 GB, 4 GB RAM, 12 MP + 20 MP, 4K, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-mate-10-kirin-970-ia-1383121#specifications,08/25/18 - 18:40:22,Huawei,,,,,1383121.0,499.0,5.9 ,Android 8 Oreo ,"Mas de 5,5” ",IPS ,Capacitiva ,
16 ,2 ,Sí ,"Móvil - ZTE Blade A6, 5.2 Pulgadas, 2 GB RAM, 16 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-blade-a6-5.2-pulgadas-2-gb-ram-1373578#specifications,08/25/18 - 18:40:24,ZTE,,,,8 ,1373578.0,169.0,5.2 ,Android N ,,,,
64 GB ,4 GB ,,"Móvil - Motorola Moto Z2 Play, 5.5"", Full HD, Qualcomm Snapdragon 626, 4GB RAM, 64 GB, Cámara 12MP + 5MP, 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-z2-play-64-gb-5.5-1375396#specifications,08/25/18 - 18:40:25,Motorola,,,Sí ,8 ,1375396.0,432.0,5.5 ,Android ,,,Capacitiva ,
32 GB ,4 GB ,,"Móvil - LG G6, Pantalla 5.7"" QHD+, Cámara 13 MP Dual, 4 GB RAM, Memoria de 32 GB, Plateado",https://tiendas.mediamarkt.es/p/movil-lg-g6-pantalla-5.7-qhd-camara-13mp-1360879#specifications,08/25/18 - 18:40:26,LG,,,,4 ,1360879.0,399.0,5.7 ,Android ,,,,
32 GB ROM ,3060 mAh ,Sí ,"Móvil - Meizu MX6, red 4G, Dual Sim, 32 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-meizu-mx6-red-4g-32-gb-dorado-1362431#specifications,08/25/18 - 18:40:28,Meizu,,,,,1362431.0,189.0,,Flyme 5.1 ,"Mas de 5,5” ",TDDI ,,
16 ,2800 mAh ,,"Móvil - ZTE Blade V8 Mini, 5 Pulgadas, 2 GB RAM, Dual Sim, 4G, 13Mpx+5Mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-blade-v8-mini-5-pulgadas-dorado-1371224#specifications,08/25/18 - 18:40:29,ZTE,,,,8 ,1371224.0,139.0,5 ,N 7.0 ,,,,
64 GB ,4 GB ,,"Móvil - Motorola Moto Z2 Play, 5.5"", Full HD, Qualcomm Snapdragon 626, 4GB RAM, 64 GB, Cámara 12MP + 5MP, 4G, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-z2-play-64-gb-5.5-1375395#specifications,08/25/18 - 18:40:30,Motorola,,,Sí ,8 ,1375395.0,450.0,5.5 ,Android ,,,Capacitiva ,
8 GB ,518 MB ,,"Móvil - Blu Vivo 5 Mini, 4'', 3G, MediaTek 6580, 8 GB, 5 MP, Oro",https://tiendas.mediamarkt.es/p/movil-blu-vivo-5-mini-4-3g-mediatek-6580-1389261#specifications,08/25/18 - 18:40:32,Blu,,,,,1389261.0,79.9,4 ,Android ,"De 4” a 4,9” ",,Curved Glass ,
16 ,2 GB ,,"Móvil - Alcatel 3V, Pantalla 6"" 2K, Quad Core, RAM 2 GB, Capacidad 16 GB, Camara Dual 16 MP + 2 MP, Azul",https://tiendas.mediamarkt.es/p/movil-alcatel-3v-6-2k-ram2gb-16gb-azul-1418093#specifications,08/25/18 - 18:40:33,Alcatel,,,,4 ,1418093.0,179.99,6 ,Android ,,,,
16 ,2 GB ,,"Móvil - Honor 7A, 5.7"", FullView, 13 MP + 8 MP, 3000 mAh, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-honor-7a-5.7-fullview-13-mp-8-mp-1424787#specifications,08/25/18 - 18:40:35,Honor,,,,8 ,1424787.0,140.0,5.7 ,Android 8.0 - EMUI 8.0 ,,,FullView ,
16 ,2 GB ,,"Móvil - Nokia 3.1, 5.2"", MediaTek MT6750, 16 GB, Dual SIM, 4G, Blanco",https://tiendas.mediamarkt.es/p/movil-nokia-3.1-5.2-mediatek-mt6750-16-gb-1423670#specifications,08/25/18 - 18:40:37,Nokia,,,Sí ,8 ,1423670.0,149.0,5.2 ,Android 8.0 Oreo ,,LTPS IPS ,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 3L, 5.5"", 4G, Quad Core, 2 GB RAM, 16 GB, 13 MP, Negro",https://tiendas.mediamarkt.es/p/movil-alcatel-3l-5.5-4g-quad-core-2-gb-1421846#specifications,08/25/18 - 18:40:43,Alcatel,,,,4 ,1421846.0,122.0,,Android Nougat ,,,IPS ,
16 GB ,1 GB ,Sí ,"Móvil - Wiko Lenny 4 Plus, 5.5"", 1 GB RAM, 16 GB, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-plus-5.5-1-gb-ram-16-dorado-1407894#specifications,08/25/18 - 18:40:44,Wiko,,,,4 ,1407894.0,89.99,,Android ,"De 5” a 5,4” ",,,
16 ,1 GB ,Sí ,"Móvil - Alcatel 3L, 5.5"", 4G, Quad Core, 2 GB RAM, 16 GB, 13 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-3l-5.5-4g-quad-core-2-gb-1421848#specifications,08/25/18 - 18:40:47,Alcatel,,,,4 ,1421848.0,119.0,,Android Nougat ,,,IPS ,
64 GB ,3000 mAh ,Sí ,"Móvil - Meizu Pro 7, 5.2'', Full HD, 4 GB RAM, Memoria de 64 GB, Cámara Doble 12 + 12 Mpx, Rojo",https://tiendas.mediamarkt.es/p/movil-meizu-pro-7-5.2-full-hd-4-gb-ram-1380770#specifications,08/25/18 - 18:40:48,Meizu,,,,8 ,1380770.0,310.0,,Android ,"De 5” a 5,4” ",Super AMOLED ,4 GB LPDDR4X ,
32GB ,3 ,,"Móvil - Motorola Moto G5S Plus, 5.5"", Full HD, Qualcomm Snapdragon 625, 3 GB RAM, 32GB, 13MP + 8MP, 4G, oro rosáceo",https://tiendas.mediamarkt.es/p/smartphone-motorola-moto-g5s-plus-5-5-red-1375394#specifications,08/25/18 - 18:40:50,Motorola,,,,8 ,1375394.0,264.0,5.5 ,"Android™ 7.1, Nougat ","5,5 pulgadas ",,,
32 GB ,2800 mAh ,Sí ,"Móvil - ZTE Axon 7 Mini, 32GB, 4G, Pantalla 5.2"" FHD, Dual Sim, 8N, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-axon-7-mini-32gb-4g-panta-1345447#specifications,08/25/18 - 18:40:51,ZTE,,,,8 ,1345447.0,274.0,,,"De 5” a 5,4” ",,,
16 GB ,2 GB ,,"Móvil - Motorola Moto E4 Plus, 5.5"", HD, MediaTek MT6737, 3 GB RAM, 16 GB, 13 MP + 5 MP, 5000 mAh, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e4-plus-5.5-hd-2-gb-1367746#specifications,08/25/18 - 18:40:53,Motorola,,,,4 núcleos ,1367746.0,179.0,5.5 ,Android 7.0 ,"5.5"" ",,Capacitiva ,
32 GB ,3 GB ,,"Móvil - Blackberry Keyone, 4,5'', 1620x1080, Snapdragon 625, Memoria 32GB, 3GB RAM, Red 4G, Cámaras 12MP + 8 MP, Vídeo 4K, Plata",https://tiendas.mediamarkt.es/p/movil-blackberry-keyone-4.5-1620x1080-1387930#specifications,08/25/18 - 18:40:54,Blackberry,,,,8 ,1387930.0,599.0,4.5 ,Android 7.1 Nougat ,,,,
128 ,6 GB ,,"Móvil - OPPO R15 Pro, 6.28"", Full HD+, Qualcomm Snapdragon 660, 6 GB RAM, 128 GB, 16 MP + 20 MP, 20 MP, Rojo",https://tiendas.mediamarkt.es/p/movil-oppo-r15-pro-6.28-full-hd-plus-1426487#specifications,08/25/18 - 18:40:55,Oppo,,,,8 ,1426487.0,649.0,6.28 ,Android 8.1 Oreo ,,IA ,,
32 ,3 ,Sí ,"Pack móvil - BQ Aquaris X2, 5.65"", Full HD+, Snapdragon 636, 3 GB RAM, 32 GB, 4G, 12 MP, Huella dactilar, Blanco + Protector de pantalla BQ",https://tiendas.mediamarkt.es/p/pack-movil-bq-aquaris-x2-5.65-full-hd-plus-200007882#specifications,08/25/18 - 18:40:56,BQ,,,,8 ,200007882.0,320.99,,Android™ 8.1.0 Oreo™ ,5.65 ,,Capacitiva ,
32 ,3 GB ,,"Móvil - LG Q7, 5.5"", Full HD, MediaTek 6750S, 3 GB RAM, 16 MP + 8 MP, Negro",https://tiendas.mediamarkt.es/p/movil-lg-q7-5.5-full-hd-mediatek-6750s-3-1422408#specifications,08/25/18 - 18:40:58,LG,,,,8 ,1422408.0,319.0,5.5 ,Android 8.1 Oreo ,,,,
64 ,4 ,,"Móvil - LG V30, 6"", OLED FullVision QHD+, 64 GB, Cámara dual 16 MP y 13MP, 3300 mAh, Plata",https://tiendas.mediamarkt.es/p/movil-lg-v30-plata-6-oled-fullvision-qhd-1389219#specifications,08/25/18 - 18:40:59,LG,,,,8 ,1389219.0,699.0,6 ,Android 7.1.2 Nougat ,"Mas de 5,5” ",OLED ,,
32GB ,3 GB ,Sí ,"Móvil - Blu Vivo 5R, 5.5"" Full HD, Red 4G, 3 GB RAM, 32GB, 13Mpx+8Mpx, Gris",https://tiendas.mediamarkt.es/p/movil-blu-vivo-5r-5.5-full-hd-red-4g-3-gb-1389264#specifications,08/25/18 - 18:41:01,Blu,,,,8 ,1389264.0,209.0,5.5 ,Android v6.0 Marshmallow ,,,,
16 GB ,3 GB ,,"Móvil - Motorola Moto E4 Plus, 5.5"", HD, MediaTek MT6737, 3 GB RAM, 16 GB, 13 MP + 5 MP, 5000 mAh, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e4-plus-5.5-hd-2-gb-1367748#specifications,08/25/18 - 18:41:03,Motorola,,,,4 núcleos ,1367748.0,172.0,5.5 ,Android 7.0 ,"5.5"" ",,Capacitiva ,
16 GB ,1.5 ,Sí ,"Móvil - Alcatel POP 4S, 5.5 pulgadas, Dual Sim, red 4G, 16 GB, Dorado",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4s-5-5-pulgadas-du-dorado-1345133#specifications,08/25/18 - 18:41:05,Alcatel,,,,,1345133.0,159.0,5.5 ,Android ,"Mas de 5,5” ",IPS ,Capacitiva ,
,2 GB ,,"Móvil - Alcatel Shine Lite, Pantalla 5"" HD, 4G, 4 Núcleos, 16GB, Cámara 13 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-alcatel-shine-lite-pantalla-5-blanco-1345129#specifications,08/25/18 - 18:41:06,Alcatel,,,,4 ,1345129.0,150.0,,Marshmallow 6.0 ,"De 5” a 5,4” ",,,
16 GB ,1.5 ,Sí ,"Móvil - Alcatel POP 4S, 5.5 pulgadas, Dual Sim, red 4G, 16 GB, Gris",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4s-5-5-pulgadas-du-gris-1345132#specifications,08/25/18 - 18:41:08,Alcatel,,,,,1345132.0,159.0,5.5 ,Android ,"Mas de 5,5” ",IPS ,Capacitiva ,
32GB ,,,"Móvil - Apple iPhone 6S de 32GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, gris espacial",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-de-32gb-con-red-1340263#specifications,08/25/18 - 18:41:09,Apple,,,,,1340263.0,529.0,4.7 ,iOS ,"De 4” a 4,9” ",3D Touch ,,
32 GB ,2800 mAh ,Sí ,"Móvil - ZTE Axon 7 Mini, 32GB, 4G, Pantalla 5.2"" FHD, Dual Sim, 8N, Plateado",https://tiendas.mediamarkt.es/p/movil-zte-axon-7-mini-32gb-4g-panta-1345446#specifications,08/25/18 - 18:41:11,ZTE,,,,8 ,1345446.0,274.0,,,"De 5” a 5,4” ",,,
128GB ,,,"Móvil - iPhone 7 PLUS de 128GB, pantalla Retina HD de 5.5"" y doble cámara, negro brillante",https://tiendas.mediamarkt.es/p/apple-iphone-7-plus-128gb-jet-black-retina-hd-1339985#specifications,08/25/18 - 18:41:12,Apple,,,Sí ,4 ,1339985.0,850.0,,iOS 10 ,,,,
16 GB ,1.5 GB ,,"Móvil - Alcatel POP 4 Plus, Dual Sim, 5.5 pulgadas, HD IPS, 16 GB, 4G, Plata",https://tiendas.mediamarkt.es/p/movil-alcatel-pop-4-plus-dual-sim-5-plata-1331489#specifications,08/25/18 - 18:41:14,Alcatel,,,,4 ,1331489.0,119.0,,Android ,,,,
16GB ,2GB ,,"Móvil - Zopo Flash E, 16GB, red 4G, Dual SIM, pantalla HD 5.3"", 13.2 mpx, negro",https://tiendas.mediamarkt.es/p/movil-zopo-flash-e-16gb-red-4g-dual-1295262#specifications,08/25/18 - 18:41:15,Zopo,,,No ,4 ,1295262.0,189.0,5.3 ,Android ,"De 5” a 5,4” ",IPS ,,
16 GB ,2 GB ,,"Móvil - Blu Studio J8, 5.5"" HD, 2GB RAM, 16GB, 8+5 MPx, Negro",https://tiendas.mediamarkt.es/p/movil-blu-studio-j8-5.5-hd-2gb-ram-16gb-1389258#specifications,08/25/18 - 18:41:16,Blu,,,,4 ,1389258.0,139.0,5.5 ,Android 7.0 Nougat ,,,Capacitiva ,
64 GB ,4 GB ,,"Móvil - LG G7 ThinQ, 6.1"", Pantalla súper brillante LCD QHD+, Qualcomm Snapdragon 845 Octa-Core, 4 GB, 64 GB, 16 MP, 8 MP, Gris",https://tiendas.mediamarkt.es/p/movil-lg-g7-thinq-qhd-plus-1418330#specifications,08/25/18 - 18:41:18,LG,,,,8 ,1418330.0,799.0,6.1 ,Android 8.0 Oreo ,,IPS ,,
16 GB ,2 GB ,Sí ,"Móvil - Wiko Lenny 4, 5"", 2 GB RAM, 16 GB, Dual Sim, Dorado",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-4-5-2-gb-ram-16-gb-1407896#specifications,08/25/18 - 18:41:19,Wiko,,,,4 ,1407896.0,89.9,,Android ,"De 5” a 5,4” ",,,
