Almacenamiento interno,Capacidad,Cámara,Descripcion,Direccion,Fecha,Marca,Megapíxeles,Modelo del procesador,NFC,Núcleos del procesador,Número de artículo,Precio,Pulgadas,Sistema operativo,Tamaño,Tecnología de imagen,Tipo,Velocidad 
16 GB ,2 GB ,,"Móvil - Nokia 3, 16GB, 2GB RAM, Pantalla de 5"", 8 mpx+8 mpx, Blanco",https://tiendas.mediamarkt.es/p/movil-nokia-3-blanco-1370528#specifications,08/25/18 - 18:44:33,Nokia,,,,4 ,1370528.0,99.0,5 ,Android Nougat ,"De 5” a 5,4” ",IPS LCD ,,
8 GB ,1 GB ,Sí ,"Móvil - ZTE Blade L7, Pantalla HD de 5"", 8 GB, 1 GB RAM, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-zte-blade-l7-negro-1371219#specifications,08/25/18 - 18:44:34,ZTE,,,,4 ,1371219.0,89.0,5 ,Android M ,"De 5” a 5,4” ",,,
64 GB ,,Sí ,"Móvil - Samsung Galaxy S8, 5.8'', Octa-Core, 64 GB, 12 MP, Red 4G, Azul océano",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-s8-pantalla-5.8-1370350#specifications,08/25/18 - 18:44:35,Samsung,,,,8 ,1370350.0,498.0,5.8 ,,,,,
64 GB ,4 GB ,Sí ,"Móvil - Sony Xperia XZ Premium, 5.5 pulgadas, 4G, 64GB, 4K HDR, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-premium-5.5-pulgadas-1370950#specifications,08/25/18 - 18:44:36,Sony,,,,8 ,1370950.0,685.0,5.5 ,Android ,,Triluminus. Compatible con HDR ,Capacitiva ,
64 ,4 ,Sí ,"Móvil - BQ Aquaris X Pro, 64GB, 4G, 12mpx, Huella dactilar, 5.2 pulgadas, Full HD, Blanco",https://tiendas.mediamarkt.es/p/smartphone-bq-aquaris-x-pro-blanco-1363810#specifications,08/25/18 - 18:44:37,BQ,,,,8 ,1363810.0,299.0,,Android 7.1.1 Nougat ,5.2 ,,Capacitiva ,
16 GB ,2 GB ,,"MEIZU M5 5,2P/4G/8N/16GB/BL",https://tiendas.mediamarkt.es/p/movil-meizu-m5-5.2-hd-2-gb-ram-16-gb-azul-1364294#specifications,08/25/18 - 18:44:40,Meizu,,,,8 ,1364294.0,154.0,5.2 ,Android ,5.2 ,,Capacitiva ,
16 GB ,2 GB ,,"MEIZU M5 5,2P/4G/8N/16GB/GD",https://tiendas.mediamarkt.es/p/meizu-m5-sim-doble-4g-16gb-oro-1364296#specifications,08/25/18 - 18:44:41,Meizu,,,,8 ,1364296.0,140.0,5.2 ,Android ,5.2 ,,Capacitiva ,
16 GB ,2 GB ,,"Móvil - Huawei Y7, 5.5"" HD, 2 GB RAM, Memoria de 16 GB, 12 + 8 MPx, 4000 mAh, Blanco",https://tiendas.mediamarkt.es/p/movil-huawei-y7-5.5-hd-2-gb-ram-memoria-1369346#specifications,08/25/18 - 18:44:45,Huawei,,,,8 ,1369346.0,139.0,5.5 ,Android ,,IPS ,Capacitiva ,
16 GB ,2 GB ,,"Móvil - Motorola Moto E4, 5"", HD, 16 GB, 2 GB RAM, 8 MP, Gris",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e4-5-hd-2-gb-ram-1367741#specifications,08/25/18 - 18:44:46,Motorola,,,No ,4 ,1367741.0,130.0,5 ,Android 7.0 ,"5"" ",,,
16 GB ,2 GB ,,"Móvil - Motorola Moto E4, 5"", HD, 16 GB, 2 GB RAM, 8 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-motorola-moto-e4-5-hd-2-gb-ram-1367744#specifications,08/25/18 - 18:44:48,Motorola,,,No ,4 ,1367744.0,132.0,5 ,Android 7.0 ,"5"" ",,,
32 GB ,3 GB ,,"Móvil - Meizu M5 Note, 5.5"" Full HD, 3 GB RAM, Memoria de 32 GB, Cámaras 13 MP + 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-meizu-m5-note-5.5-full-hd-dorado-1364302#specifications,08/25/18 - 18:44:49,Meizu,,,,8 ,,199.0,5.5 ,Android ,5.5 ,,,
32GB ,4 GB ,,"Móvil - Sony Xperia XA1 Ultra, 6"", 32 GB, 8 núcleos, Red 4G, Cámara 23 MP, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xpe-xa1-ultra-negro-1362902#specifications,08/25/18 - 18:44:50,Sony,,,,8 ,1362902.0,299.0,6 ,Android ,,,,
32GB ,4 GB ,,"Móvil - Sony Xperia XA1 Ultra, 6"", 32 GB, 8 núcleos, Red 4G, Cámara 23 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xpe-xa1-ultra-dorado-1362904#specifications,08/25/18 - 18:44:52,Sony,,,,8 ,1362904.0,299.0,6 ,Android ,,,,
32GB ,4 GB ,,"Móvil - Sony Xperia XA1 Ultra, 6"", 32 GB, 8 núcleos, Red 4G, Cámara 23 MP, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xpe-xa1-ultra-blanco-1362903#specifications,08/25/18 - 18:44:55,Sony,,,,8 ,1362903.0,299.0,6 ,Android ,,,,
16 GB ,2 GB ,Sí ,"Móvil - Sony XPERIA L1, 5.5"", Red 4G, 4 núcleos, Capacidad 16GB, Cámara de 13 MP, Negro",https://tiendas.mediamarkt.es/p/smartphone-sony-xperia-l1-5.5-red-4g-4-1362896#specifications,08/25/18 - 18:44:56,Sony,,,Sí ,4 ,1362896.0,170.0,,,,,,
16 GB ,3 GB ,,"Móvil - Meizu M5S, 5.2"" HD, 3 GB RAM, 8 núcleos, Memoria interna 16 GB, Cámaras 13 MP + 5 MP, 4G, Dorado",https://tiendas.mediamarkt.es/p/movil-meizu-m5s-4g-16gb-oro-1364299#specifications,08/25/18 - 18:44:57,Meizu,,,,8 ,,159.0,5.2 ,,"5.2"" ",,,
32 GB ,3 GB ,,"Móvil - Meizu M5 Note, 5.5"" Full HD, 3 GB RAM, Memoria de 32 GB, Cámaras 13 MP + 5 MP, Gris",https://tiendas.mediamarkt.es/p/movil-meizu-m5-note-5.5-full-hd-3-gb-gris-1364300#specifications,08/25/18 - 18:44:58,Meizu,,,,8 ,1364300.0,199.0,5.5 ,Android ,5.5 ,,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Rosa",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-23-mpx-rosa-1362901#specifications,08/25/18 - 18:44:59,Sony,,,,8 ,1362901.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
32 GB eMMC ,3 GB ,,"Móvil - Sony Xperia XA1, 5"" HD, Cámara 23 MPx, 3 GB RAM, Memoria interna 32 GB, Mediatek Helio P20 Octa Core, Blanco",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xa1-23-mpx-blanco-1362899#specifications,08/25/18 - 18:45:00,Sony,,,,8 ,1362899.0,199.0,5 ,Android ,,Tecnología de mejora de imagen ,,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR F5, 5"", 4G, 16GB, DualSIM, Blanco",https://tiendas.mediamarkt.es/p/movil-zopo-color-f5-5-4g-16gb-dua-blanco-1339795#specifications,08/25/18 - 18:45:02,Zopo,,,,,1339795.0,124.0,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",IPS ,Capacitiva ,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR C3, 5 pulgadas, 4G, 16GB, Dual SIM, Negro",https://tiendas.mediamarkt.es/p/movil-zopo-color-c3-5-pulgadas-4g-1-negro-1339883#specifications,08/25/18 - 18:45:05,Zopo,,,,,1339883.0,65.99,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",TFT IPS 720p ,Capacitiva ,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR C3, 5 pulgadas, 4G, 16GB, Dual SIM, Plata",https://tiendas.mediamarkt.es/p/movil-zopo-color-c3-5-pulgadas-4g-1-plata-1339790#specifications,08/25/18 - 18:45:08,Zopo,,,,,1339790.0,68.99,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",TFT IPS 720p ,Capacitiva ,
16GB ,1 GB ,Sí ,"Móvil - Zopo COLOR C3, 5 pulgadas, 4G, 16GB, Dual SIM, Azul",https://tiendas.mediamarkt.es/p/movil-zopo-color-c3-5-pulgadas-4g-1-1339786#specifications,08/25/18 - 18:45:09,Zopo,,,,,1339786.0,102.0,5 ,Android 6.0 Marshmallow ,"De 5” a 5,4” ",TFT IPS 720p ,Capacitiva ,
32GB ,,,"Móvil - Apple iPhone 6S de 32GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, Plata",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-de-32gb-con-red-1340267#specifications,08/25/18 - 18:45:10,Apple,,,,,1340267.0,529.0,4.7 ,iOS ,"De 4” a 4,9” ",3D Touch ,,
32GB ,3 GB ,,"Móvil Sony Xperia X Compact Universal, 4.6"", 32GB, 3GB, Cámara 23 MP, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-x-compact-universal-4-1343139#specifications,08/25/18 - 18:45:11,Sony,,,Sí ,6 ,1343139.0,468.0,4.6 ,Android ,"4.6"" ",,,
32GB ,3GB ,,"Móvil - Sony Xperia XZ, 23MP, 32GB, 5,2P red 4G, Full HD, RAM 3 GB, Negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-23mp-32gb-52p-1343133#specifications,08/25/18 - 18:45:12,Sony,,,,4 ,1343133.0,499.0,,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32 GB ,4 GB ,,"Móvil - Motorola Moto Z, 32 GB, 5.5"", Cámara 13 Megapíxeles 4G, Negro ",https://tiendas.mediamarkt.es/p/movil-motorola-moto-z-32-gb-5-5-pulgadas-13-megapixeles-negro-1343128#specifications,08/25/18 - 18:45:16,Motorola,,,Sí ,,1343128.0,599.0,,,"Mas de 5,5” ",,Capacitiva ,
32GB ,3GB ,,"Móvil - Sony Xperia XZ, 23MP, 32GB, 5,2P red 4G, Full HD, RAM 3 GB, Plateado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-23mp-32gb-plateado-1343134#specifications,08/25/18 - 18:45:17,Sony,,,,4 ,1343134.0,499.0,5.2 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32GB ,3GB ,,"Móvil - Sony Xperia XZ 23MP, 32GB, 5,2P red 4G, Full HD, RAM 3 GB, Azul",https://tiendas.mediamarkt.es/p/movil-sony-xperia-xz-23mp-32gb-52p-1343135#specifications,08/25/18 - 18:45:18,Sony,,,,4 ,1343135.0,499.0,5.2 ,Android ,"De 5” a 5,4” ",Motor de imagen X-Reality™ para móviles ,,
32GB ,,,"Móvil - Apple iPhone 6S de 32GB con red 4G, pantalla retina HD de 4,7"" y cámara 12 mp, Oro",https://tiendas.mediamarkt.es/p/movil-apple-iphone-6s-de-32gb-con-red-1340268#specifications,08/25/18 - 18:45:19,Apple,,,,,1340268.0,529.0,4.7 ,iOS ,"De 4” a 4,9” ",3D Touch ,,
32GB ,3 GB ,,"Móvil - BQ Aquaris U Plus, Red 4G, DualSIM, 32 GB, 16Mpx, Negro ",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-plus-5-4g-dualsim-1341466#specifications,08/25/18 - 18:45:21,BQ,,,,8 ,1341466.0,180.0,5 ,Android ,,,,
16GB ,Más de 8 GB ,,"Móvil - Wiko Lenny 3, 16GB, Dual Sim, 5 pulgadas, color Turquesa",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-3-16gb-dual-sim-5-1343491#specifications,08/25/18 - 18:45:22,Wiko,,,,4 ,1343491.0,74.9,,Android ,"De 5” a 5,4” ",,,
16 GB ,2000 mAh ,,"Móvil - Wiko Lenny 3 Gris, 16 GB, Dual Sim, 5 pulgadas",https://tiendas.mediamarkt.es/p/movil-wiko-lenny-3-16-gb-dual-sim-5-gris-1343490#specifications,08/25/18 - 18:45:25,Wiko,,,,4 ,1343490.0,74.9,5 ,Android ,"5"" ",,,
16 ,2 ,,"Móvil - Zopo Flash G 5Plus, 5.5 Pulgadas, 4G, 16 GB, 13 MP, Huella dactilar, Azul",https://tiendas.mediamarkt.es/p/movil-zopo-flash-g-5plus-5-azul-1348118#specifications,08/25/18 - 18:45:29,Zopo,,,,8 ,1348118.0,173.0,,Android 6.0 Marshmallow ,5.5 ,,,
,De 1 GB a 4 GB ,Sí ,"Móvil - ZTE V8 Dual Sim, 5.2P, DS, 4G, 8N, 32GB, Oro",https://tiendas.mediamarkt.es/p/movil-zte-v8-dual-sim-5.2p-ds-4g-8n-32gb-1359103#specifications,08/25/18 - 18:45:32,ZTE,,,,8 ,1359103.0,270.0,,N 7.0 ,,,,
,De 1 GB a 4 GB ,Sí ,"Móvil - ZTE V8, Dual Sim, 5.2P, DS, 4G, 8N, 32GB, Gris",https://tiendas.mediamarkt.es/p/movil-zte-v8-5-2-4g-8n-32gb-gris-1359104#specifications,08/25/18 - 18:45:33,ZTE,,,,8 ,1359104.0,269.0,,N 7.0 ,"De 5” a 5,4” ",,,
32 GB ROM ,3060 mAh ,Sí ,"Móvil - Meizu MX6, red 4G, Dual Sim, 32 GB, Gris",https://tiendas.mediamarkt.es/p/movil-meizu-mx6-red-4g-32-gb-gris-1362325#specifications,08/25/18 - 18:45:34,Meizu,,,,,1362325.0,264.0,,Flyme 5.1 ,"Mas de 5,5” ",TDDI ,,
128GB ,,,"Móvil - iPhone 7 PLUS (PRODUCT)RED de 128GB, pantalla Retina HD de 5.5"" y doble cámara",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-red-de-128gb-1360801#specifications,08/25/18 - 18:45:35,Apple,,,Sí ,4 ,1360801.0,889.0,,iOS 10 ,"Mas de 5,5” ",Pantalla Multi-Touch con tecnología IPS con retroiluminación por LED ,,
,,Sí ,"Móvil - iPhone 7 PLUS (PRODUCT)RED de 256GB, pantalla Retina HD de 5.5"" y doble cámara",https://tiendas.mediamarkt.es/p/movil-iphone-7-plus-edicion-red-256gb-1360802#specifications,08/25/18 - 18:45:39,Apple,,,Sí ,4 ,1360802.0,1129.0,,iOS 10 ,,,,
128 GB ,,Sí ,"Móvil - Apple iPhone SE, 128 GB, Red 4G, Pantalla retina de 4 pulgadas, 12 MP, Oro Rosa",https://tiendas.mediamarkt.es/p/movil-apple-iphone-se-oro-rosa-128gb-1360810#specifications,08/25/18 - 18:45:40,Apple,,,Sí ,,1360810.0,409.0,4 ,iOs 10 ,"4"" ",,,
128 GB ,,Sí ,"Móvil - Apple iPhone SE, 128 GB, Red 4G, Pantalla retina de 4 pulgadas, 12 MP, Oro",https://tiendas.mediamarkt.es/p/movil-apple-iphone-se-oro-128-gb-1360809#specifications,08/25/18 - 18:45:41,Apple,,,Sí ,,1360809.0,409.0,4 ,iOs 10 ,"4"" ",,,
16 ,2 GB ,,"Móvil - Huawei P8 Lite Smart, 16GB, 4G, Dual SIM, Pantalla HD de 5"", Cámara de 13 mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-huawei-p8-lite-smart-16gb-4g-1348498#specifications,08/25/18 - 18:45:42,Huawei,,,No ,8 ,1348498.0,191.0,,5.1 ,,,,
16 GB ,2 ,Sí ,"Móvil - ZTE A610, 5'', HD, Red 4G, 16 GB, 2 GB RAM, 13 MP + 5 MP, Dorado",https://tiendas.mediamarkt.es/p/movil-zte-a610-5-pulgadas-red-4g-16-dorado-1348150#specifications,08/25/18 - 18:45:45,ZTE,,,,4 ,1348150.0,149.0,,Android ,"De 5” a 5,4” ",IPS ,,
16 GB ,2 ,,"Móvil - ZTE A610, 5'', HD, Red 4G, 16 GB, 2 GB RAM, 13 MP + 5 MP, Plata",https://tiendas.mediamarkt.es/p/movil-zte-a610-5-pulgadas-red-4g-16-plata-1348149#specifications,08/25/18 - 18:45:49,ZTE,,,,4 ,1348149.0,149.0,,M 6.0 ,"De 5” a 5,4” ",IPS ,,
32GB ,4GB ,,"Smartphone - Wiko U FEEL PRIME, 5"", FullHD, Sensor de huella personalizable, 32 GB, 4G, Color Antracita",https://tiendas.mediamarkt.es/p/smartphone-wiko-u-feel-prime-5-full-1343493#specifications,08/25/18 - 18:45:50,Wiko,,,,,1343493.0,265.0,,Android™ 6.0 (Marshmallow) ,,,,
32GB ,4GB ,,"Smartphone - Wiko U FEEL PRIME, 5"", FullHD, Sensor de huella personalizable, 32 GB, 4G, Color Dorado",https://tiendas.mediamarkt.es/p/smartphone-wiko-u-feel-prime-5-full-1343494#specifications,08/25/18 - 18:45:51,Wiko,,,,,1343494.0,265.0,,Android™ 6.0 (Marshmallow) ,,,,
8GB ,1GB ,,"Móvil - Motorola Moto G de 3ª Generación 8GB, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-de-3-generacion-1289216#specifications,08/25/18 - 18:45:52,Motorola,,,,4 ,1289216.0,198.0,5 ,Android ,"De 5” a 5,4” ",TFT ,,
8GB ,De 4 GB a 8 GB ,,Móvil - Samsung Galaxy Grand Prime Plateado de 8GB con 4G y pantalla de 5 pulgadas,https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-grand-prime-plate-1289649#specifications,08/25/18 - 18:45:56,Samsung,,,No ,,1289649.0,159.0,5 ,,,,,
8GB ,De 4 GB a 8 GB ,,Móvil - Samsung Galaxy Grand Prime Blanco de 8GB con 4G y pantalla de 5 pulgadas,https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-grand-prime-blanc-1289651#specifications,08/25/18 - 18:45:59,Samsung,,,No ,,1289651.0,146.0,,,,,,
8GB ,2GB ,,"Móvil - Sony Xperia M4 Aqua Rojo de 8GB con 4G, pantalla HD de 5 pulgadas, cámara de 13 mpx, resistente al agua",https://tiendas.mediamarkt.es/p/movil-sony-xperia-m4-aqua-rojo-de-8gb-1291837#specifications,08/25/18 - 18:46:00,Sony,,,Sí ,8 ,1291837.0,261.0,5 ,Android ,"De 5” a 5,4” ",IPS LCD capacitive touchscreen ,,
16GB ,2GB ,Sí ,"Móvil - Sony Xperia C5 Ultra, 16GB, red 4G, pantalla FHD 6"" y cámara 13 mpx, verde",https://tiendas.mediamarkt.es/p/movil-sony-xperia-c5-ultra-16gb-red-1292811#specifications,08/25/18 - 18:46:01,Sony,,,,8 ,1292811.0,414.0,6 ,Android ,"De 4” a 4,9” ",IPS ,,
16GB ,Más de 8 GB ,,"Móvil - ZTE Blade V6, 16GB, Dual SIM, 5 pulgadas, red 4G, gris",https://tiendas.mediamarkt.es/p/movil-zte-blade-v6-16gb-dual-sim-5-pulgadas-1289894#specifications,08/25/18 - 18:46:02,ZTE,,,,4 ,1289894.0,114.0,5 ,Android ,,,,
8GB ,"1,5GB ",,"Móvil - Alcatel One Touch Idol 3 Negro de 8GB con red 4G, pantalla HD de 4,7 pulgadas y cámara de 13 mpx",https://tiendas.mediamarkt.es/p/movil-alcatel-one-touch-idol-3-negro-d-1280043#specifications,08/25/18 - 18:46:06,Alcatel,,,,4 ,1280043.0,248.0,4.7 ,Android ,"4,7 ",,,
32GB ,3GB ,Sí ,"Móvil - LG G4 Dorado de 32GB, 4G, pantalla Quad HD de 5.5"", 6 núcleos, Cámara 16 mpx ",https://tiendas.mediamarkt.es/p/movil-lg-g4-dorado-de-32gb-4g-pantal-1284199#specifications,08/25/18 - 18:46:06,LG,,,,,1284199.0,299.0,5.5 ,Android ,"Mas de 5,5” ",IPS Quantum display ,,
16GB ,2GB ,,"Móvil - Sony Xperia C4 Verde de 16GB con 4G, pantalla Full HD de 5.5 pulgadas y cámara de 13 mpx",https://tiendas.mediamarkt.es/p/movil-sony-xperia-c4-verde-de-16gb-1284223#specifications,08/25/18 - 18:46:07,Sony,,,,8 ,1284223.0,347.0,5.5 ,Android ,,,,
16GB ,2GB ,,"Móvil - Sony Xperia C4 Negro de 16GB con 4G, pantalla Full HD de 5.5 pulgadas y cámara de 13 mpx",https://tiendas.mediamarkt.es/p/movil-sony-xperia-c4-negro-de-16gb-con-1284221#specifications,08/25/18 - 18:46:08,Sony,,,,8 ,1284221.0,351.0,5.5 ,Android ,,,,
8GB ,2GB ,Sí ,"Móvil - Huawei G Play Mini Blanco 8GB, Pantalla HD 5"", Octa-Core, 13Mpx",https://tiendas.mediamarkt.es/p/movil-huawei-g-play-mini-blanco-de-8gb-p-1282682#specifications,08/25/18 - 18:46:09,Huawei,,,No ,6 ,1282682.0,176.0,5 ,Android ,"De 5” a 5,4” ",IPS ,,
16GB ,2GB ,Sí ,"Móvil - BQ Aquaris M5 16GB, Dual Sim, Negro",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-m5-16gb-dual-sim-negro-2gb-ram-1285224#specifications,08/25/18 - 18:46:10,BQ,,,Sí ,8 ,1285224.0,213.0,5 ,Android ,,,,
32GB ,3GB ,Sí ,"Móvil - LG G4 Gris Titan de 32GB, 4G, pantalla Quad HD de 5,5 pulgadas, procesador de 6 núcleos y cámara de 16 mpx ",https://tiendas.mediamarkt.es/p/movil-lg-g4-gris-titan-de-32gb-4g-pa-1280739#specifications,08/25/18 - 18:46:12,LG,,,,,1280739.0,299.0,5.5 ,Android ,"Mas de 5,5” ",IPS Quantum display ,,
32GB ,3GB ,Sí ,"Móvil - LG G4 de cuero Negro con 32GB, 4G, pantalla Quad HD de 5,5 pulgadas, procesador de 6 núcleos y cámara de 16 mpx ",https://tiendas.mediamarkt.es/p/movil-lg-g4-de-cuero-negro-con-32gb-4-1280737#specifications,08/25/18 - 18:46:13,LG,,,,6 ,1280737.0,533.0,5.5 ,Android ,"Mas de 5,5” ",IPS Quantum display ,,
8GB ,1GB ,,"Móvil - Microsoft Lumia 640 Blanco de 8GB con Dual SIM, pantalla IPS LCD de 5 pulgadas y cámara de 8 mpx",https://tiendas.mediamarkt.es/p/movil-microsoft-lumia-640-blanco-de-8g-1279128#specifications,08/25/18 - 18:46:14,Microsoft,,,No ,,1279128.0,131.0,5 ,Windows ,,,,
8GB ,1GB ,,"Móvil - Microsoft Lumia 640 XL Blanco de 8GB con 4G, pantalla HD de 5,7 pulgadas y cámara de 13 mpx.",https://tiendas.mediamarkt.es/p/movil-microsoft-lumia-640-xl-blanco-de-1279130#specifications,08/25/18 - 18:46:15,Microsoft,,,Sí ,4 ,1279130.0,230.0,5.7 ,Windows ,"Mas de 5,5” ",HD ,,
8GB ,1GB ,,"Móvil - Microsoft Lumia 640 XL Negro de 8GB con 4G, pantalla HD de 5,7 pulgadas, y cámara de 13 mpx.",https://tiendas.mediamarkt.es/p/movil-microsoft-lumia-640-xl-negro-de-1279129#specifications,08/25/18 - 18:46:16,Microsoft,,,Sí ,4 ,1279129.0,230.0,5.7 ,Windows ,"Mas de 5,5” ",HD ,,
8GB ,1GB ,,"Móvil - Microsoft Lumia 640 Blanco XL de 8GB con pantalla HD de 5,7 pulgadas, Dual SIM y cámara de 13 mpx.",https://tiendas.mediamarkt.es/p/movil-microsoft-lumia-640-blanco-xl-de-1277032#specifications,08/25/18 - 18:46:17,Microsoft,,,,4 ,1277032.0,201.0,5.7 ,Windows ,"Mas de 5,5” ",HD ,,
16GB ,Más de 8 GB ,,"Móvil - Huawei P8 Lite Negro de 16GB con 4G, Dual SIM, 5 pulgadas, cámara 13 mpx ",https://tiendas.mediamarkt.es/p/movil-huawei-p8-lite-de-16gb-con-4g-p-dual-sim-1278842#specifications,08/25/18 - 18:46:20,Huawei,,,Sí ,8 ,1278842.0,191.0,5 ,Android ,"De 5” a 5,4” ",IPS ,,
8GB ,1GB ,Sí ,"Móvil - Motorola Moto G 4G de 2ª Generación, 8GB, 5 pulgadas, Negro",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-4g-8gb-5-pulgadas-1275943#specifications,08/25/18 - 18:46:24,Motorola,,,No ,4 ,1275943.0,174.0,5 ,Android ,,,,
8 GB (5.01 GB disponibles para el usuario) ,De 4 GB a 8 GB ,Sí ,"Móvil - Samsung Galaxy Grand Neo Plus, 8GB, 5 pulgadas, Dual SIM, blanco",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-grand-neo-plus-8-1269408#specifications,08/25/18 - 18:46:25,Samsung,,,,4 ,1269408.0,117.0,5.01 ,Android ,5.01 pulgadas ,,,
16 GB ,2 GB ,Sí ,"Móvil - LG G3 blanco de 16GB con pantalla de 5,5 pulgadas, y cámara de 13 megapixeles",https://tiendas.mediamarkt.es/p/movil-lg-g3-blanco-de-16gb-con-pantall-1257039#specifications,08/25/18 - 18:46:26,LG,,,,4 ,1257039.0,299.0,5.5 ,Android ,5.5 pulgadas ,,,
16 GB ,1GB ,,"Móvil - BQ Aquaris E5 4G Blanco y Negro con pantalla de 5 pulgadas, Dual micro-SIM, 13 Mpx. y Flash dual ",https://tiendas.mediamarkt.es/p/movil-bq-aquaris-e5-4g-blanco-y-negro-1261389#specifications,08/25/18 - 18:46:27,BQ,,,,4 ,1261389.0,236.0,5 ,Android ,5 pulgadas ,,,
16GB ,,,"Móvil - Apple iPhone 5S Silver, 16GB, 8mp, Plata",https://tiendas.mediamarkt.es/p/iphone-5s-silver-plata-de-16gb-1216627#specifications,08/25/18 - 18:46:29,Apple,,,Sí ,,1216627.0,289.0,4 ,,,,,
16 GB ,,Sí ,"Móvil – Apple iPhone 6 Gris de 16 GB, red 4G y 8 mpx. ",https://tiendas.mediamarkt.es/p/iphone-6-gris-de-16-gb-red-4g-y-8-mpx-1253668#specifications,08/25/18 - 18:46:31,Apple,,,,,1253668.0,627.0,4.7 ,iOS ,"4,7 pulgadas ",,,
16GB ,,Sí ,"Móvil – Apple iPhone 6 Plus Plata de 16 GB, red 4G y 8 mpx. ",https://tiendas.mediamarkt.es/p/iphone-6-plus-plata-de-16-gb-red-4g-y-8-mpx-1253673#specifications,08/25/18 - 18:46:34,Apple,,,,,1253673.0,654.0,5.5 ,iOS ,"5,5 pulgadas ",,,
8 GB ,1 GB ,,"Móvil - Motorola Moto G de 2ª Generación Blanco de 8GB, con Android KitKat",https://tiendas.mediamarkt.es/p/movil-motorola-moto-g-5-blanco-de-8gb-con-android-kitkat-1253168#specifications,08/25/18 - 18:46:35,Motorola,,,,4 ,1253168.0,167.0,5 ,Android ,"De 5” a 5,4” ",HD ,,
16GB ,2 GB ,,"Móvil - Samsung Galaxy A5 (2016), 16GB, 5.2"" Super AMOLED, 4G, Negro",https://tiendas.mediamarkt.es/p/movil-samsung-galaxy-a5-2016-16gb-negro-1309325#specifications,08/25/18 - 18:46:37,Samsung,,,Sí ,8 ,1309325.0,318.0,5.2 ,Android ,"5,2"" ",,,
16GB ,3GB ,Sí ,"Móvil - Sony Xperia M5, 16GB, Red 4G, Pantalla FHD 5"", Cámara 21,5 mpx, Dorado",https://tiendas.mediamarkt.es/p/movil-sony-xperia-m5-16gb-red-4g-pa-dorado-1310974#specifications,08/25/18 - 18:46:38,Sony,,,Sí ,8 ,1310974.0,413.0,5 ,Android ,"De 5” a 5,4” ",BRAVIA ,,
16GB ,3GB ,Sí ,"Móvil - Sony Xperia M5, 16GB, red 4G, pantalla FHD 5"", cámara 21,5 mpx, negro",https://tiendas.mediamarkt.es/p/movil-sony-xperia-m5-16gb-red-4g-pa-negro-1310972#specifications,08/25/18 - 18:46:39,Sony,,,Sí ,8 ,1310972.0,414.0,5 ,Android ,"De 5” a 5,4” ",BRAVIA ,,
16GB ,2GB ,Sí ,"Móvil - Asus Zenfone 2 Laser (ZE500KL-6J229WW), 16GB, Dual SIM, pantalla 5"", red 4G, plateado",https://tiendas.mediamarkt.es/p/movil-asus-zenfone-2-laser-ze500kl-6j-1295572#specifications,08/25/18 - 18:46:43,Asus,,,,,1295572.0,178.0,5 ,,,,,
